,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
1818,shut the fuck up pussy,0,0,1,0,0,0
1458,"Fu  ck u whore bitch I was reverting a vandal. Blocking me meant I couldn't revert it. But that is expected from wiki whore bitches. No man. No life. Just a sad self indentured existence 
So fu  ck u.",0,0,1,0,0,0
2839,"Stop deleting my jont.  I told you! You can ask him he'll tell you that we're friends we went to the same preschool!
Stop being so damn ignorant.  I hate people like you. Yall think you're soo cool but really all u are is just a buttfart!  GO rub you're nipples sherlock.  Leave me alone!",0,0,0,0,1,0
785,"Fuck You
Fuck you putang ina mo Bullshit na bakla ka..,hayop ka putang ina mo..,mag chupaan nalang kayo ni NrDg dahil both of you are desperate gays na walang magawa sa buhay..,fuck fuck you.. ,putah ka ..,",0,1,0,0,1,0
1631,"Fuck you, you cunt.  Don't ever fucking accuse me of vandalism.  Don't ever fucking revert just because you can't be bothered to read and understand what someone did.  You're the one disruptively editing, undoing my changes for no fucking reason at all.  190.45.54.212",0,0,1,0,0,0
3602,Long as in you're a faggoty Jew.,0,0,0,0,0,1
2124,"Snake: (to Gloria) Hey, baby. Listen carefully. Someone’s been editing my biography on Wikipedia. I want you to kill him.",0,0,0,1,0,0
2583,"You know, for human excrement, you're pretty fast to find vandalism, good job, you have a purpose in life.",0,0,0,0,1,0
2384,hey pice of shit don't tell me what to write on wikipedia...i'm gona hunt you down and kill everyone you ever loved,0,0,0,1,0,0
730,"WHY ARE YOU SUCH A GAY NIGGER?!?! 

GOD DAMNDD... YOU ARE SUCH A GAY NIGGER. FUCK FUCK SHTAY AWAY FROM MY KCIK ASS TALK PAGE, BITCH!!

I AM ANGRY

DO NOT BE A BABY 

PLZ DO NOT POS T ANYMORE ON MY ATALK OR DICUSER PAGE!!

I AM GOING TO CUM TO UR HOUSE AND KILL YOUR FAGGITY ASS",0,1,0,0,0,0
2192,"""

 Must be """"Tali-Ihantala 1944"""" where Finland, Germany, Sweden and Norway joined forces and killed every f*cking Russian war criminal that mad insane dictator STALIN sent once and for all. Those ruthless Russkie thieves stole the Karelia from Finland. Give it back you vodka drinking bastards or there will be trouble.""",0,0,0,1,0,0
3255,"so, who the fuck gives a damn, you dipshitted lesbian?",0,0,0,0,0,1
1989,"I WILL KILL YOU YOU FUCKING TWAT, I WILL SHOVE A KNIFE THROUGH YOUR HEART!

Bold text",0,0,0,1,0,0
1616,"Yes, don't want fucking I.P. editors messing it up.",0,0,1,0,0,0
1498,you cock sucker jewish ass licker i am sorry for any inconvenience i have caused you,0,0,1,0,0,1
432,"Basement Fag 

Hello, could you please explain why you are such a Basement Fag ? If you're not familiar with the term it is someone who lives in their parents basement, has absolutely no friends, uses the computer 99% of the day, and whom enjoys homosexual behavior with other males. This involves receiving and delivering. It has come to my attention you are a giant basement fag and I was wondering how you became such a basement fag ? 216.145.245.75",1,0,0,0,0,0
768,":fy stupid monkey,fuck chitalu and your mom moron,chitalu is a fucking shit ,nobody heard about this shit ever.",0,1,0,0,0,0
2166,If you fuck with us again we will bash your fucking skull in,0,0,0,1,0,0
1090,AT YOUR FAT FUCKING UGLY ASS,0,1,0,0,0,0
1273,"Fuck you cunnywafts 

D",0,1,0,0,0,0
2145,"I don't quite understand why you are so strongly in favour of censorship. You see, the issue is that I happen to be an expert on this subject. You are controlling information, by restricting it, and this is homosexual behaviour which I will be more than happy to rape you to death for.",0,0,0,1,0,0
3283,jake is gay and fat. he likes aracely and conner,0,0,0,0,0,1
1661,"This nigga insulted this guy, but theres also more (not to mention insults towards me):

Ha ha ha ha. Epf shows to devastating effect just how little he understands about English people or English ethnic identity. You claim to be of English ethnic identity, but you know fuck all about it. Your arse is not for talking trough Epf. Alun  

From Talk:English people

He gets even more personal in the discussion if you read on. I'm sure this Epf cracker will say somethin about it when he's on.",0,0,1,0,0,0
3150,"What is vandalism though? If I add facts/improve on pages, often some moron reverts it. IS that vandalism just because they didn't like what I wrote? Stupid.

You have to agree, Wesealthal looks like a rodent.",0,0,0,0,1,0
1162,"N ALL U BITCHES SO YEAH, WE DONT SPEAK GERMAN, WE ARE AMERICAN NOOBS..GO SUCK A DICK",0,1,0,0,0,0
2252,"Rape. 

Naconkantari is DEAD, or soon will be... 
The question is... how good are you at hiding from rapists? I'm a good finder.",0,0,0,1,0,0
1399,"Dumb Bastard

What is an ass-berger?",0,0,1,0,0,0
1656,"What the hell is the point of 3RR? Wait, never mind. THERE IS NONE. NOW STOP ACTING LIKE AN IDIOT. -",0,0,1,0,1,0
1900,"dude, your vertion. the two introductory articles  

 == pro anti-batpedophilia (whatthehell¿?) people: == 

 that's not, gaynes not pedophilia. and neither kane, nor finger, schwartz, sprang, o'neil, timm, dini, burton, west, ward, o'donell, cloney, keaton, kilmer, conroy, wolfman, loeb, matzuda, or eny bat-writer, actor, editor, artist, producer director or true fan has ever intended batman to be gay. only a morbid asshole that hates batman said so. every man raising an ophan on his own is  criing to be target of pedophilia jokes... but to think that's real only means that you are sick and is not the flu. wertham is also a morbid sick man anyone can se that.. if you can't that's because you are an idiot. besides... are you dislexic or something he is a flamboyant anti-gay morbid anal retentive asshole and you like him????? he is not even saying batman is gay you big ( ...) he is saying he is pedophilic!!!! and you think it is a minority issue? ahahahahahahhahahahahahahahahahhhahahahahahahahahahahahahahahahaha get it?",0,0,1,0,0,0
72,dick has gone limp from fucking hookers. =(''',1,0,0,0,0,0
2915,"""

What a Problem With you

I wanted to say that what is problem with you? Why you are trying to redirect Events Schedule of Pakistan 2013 by 2013 in Pakistan? Are you A """"Mother Fucker"""" boy or you want to """"Married'' your """"sister"""" with """"me""""?
Ohhhh! i love your """"sister's"""" boobs. Hmmmmm! Yummyy!!""",0,0,0,0,1,0
399,"The times couldn't know less about Tennessee politics. Qqqqqq, Olando, and Terrancee are all idiots too",1,0,0,0,1,0
310,FUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFFFUCK OFF,1,1,0,0,0,0
3153,"""

hey warrens, fuck you too. """"Uncivil manner, means me trying to elaborate on my arguments and getting  revert on revert that's what uncivil means. So yeah your a big winner champ and won't get banned. Asshole. 

Since the vista article contains information about the anti trust situation which, since it seems some people here have got a mouthful of gate's balls, is mislabelled anti trust controversy. Not really a controversy though is it when a court elected by over two hundred million people issues a decision, it'a court ruling, like it or not there's no controversy too that. Otherwise we should renaim the ted bundy trial, to the tend bundy controversy, since any court ruling merits this label. 

Since there's a section on anti trust laws and vista, it's worth noting the recent news that microsoft are going to be paying a hefty daily fine for completely ignoring the court's injuction. And this does have bearing on vista. You can't quote the m.s. pr saying we don't know what they want us to do, it's all questions, or whatever else he mentioned, without an adjunct sentence, of the head official regulating the anti trust actions quoting him too saying that our injuctions are crystal clear yet ms has ignored them for over two years now. 

But of course this has no bearing if this article is supposed to be a showcase for vista.

So like i said, if some fuckers had gone into the trouble of actually discussing any of that instead of reverted every single edit in a hitleric fashion, things would be different.

But for now this stategy of being a hawk on an article I wish to keep in a certain way, and being completely uncivil and rude about it, merits from my part a roayl, fuck y's all, take your mouths off of gate's balls and then we can talk.
 """,0,0,0,0,1,0
1417,"""

Note to random idiot pedophile: I already called for an actual Wikipedian to feel free to wikify the entry I put in. However, for your boychat ass to remove the link to the Wiki (which isn't being used as a source, but instead links to it where it is referenced in the article) but then claim that Boychat, a message board forum, is a source that meets Wikipedia standards is hilariously silly. Also, the OR claim regarding the """"three counts"""" is again, ridiculous. The Detroit News article says he had X number of child pornography pictures and X number of child pornography videos. The Detroit News publication meets proper sourcing on Wikipedia. 

Your co-operation, random IP, is very much appreciated.  """,0,0,1,0,1,0
2420,"Fuck you, Smith. Please have me notified when you die. I want to dance on your grave.",0,0,0,1,0,0
416,"Hi you stupid bimbo, do you like the warnings we made to the talk pages of Pornhub and Priya Anjali Rai? We have planned something exciting for halloween and please dont go ratting to the FBI.   )",1,0,0,0,0,0
69,SOCK PUPPET MY A**. YOU IZAN ARMY OF WIKI USERS. YOU A** N3GROS..,1,0,0,0,0,0
1093,"==Fuck off nigger== 

 Stop fucking reverting my goddamn edits you cock-sucking son of a bitch",0,1,0,0,0,1
3053,"WP:NOTCENSORED

Bollocks, it is totally censored by a bunch of dimwits",0,0,0,0,1,0
2292,::Damn you cocksuckers! FUCK YOU AND YOUR MOM. I HOPE ALL OF YOU DIE AND GO TO HELL. GO LICK PUSSY YOU DIRTY PIECE OF SHIT FUCK YOU NIGGA FUCK YOU ASSSHIT I HOPE YOU DIE YOU DIRTY PIECE OF SHIT . YOU'RE SO ULGY FUCK YOU GET A FUCKING LIFE ASS FUCK FUCK FUCK FUCK FUCK YOU COCKSUCKER YOU FUCKING FAG PUSSY BITCH NIGGA FUCK YOU FUCKING CRACKER,0,0,0,1,0,1
2215,"""

♠ΜōōŠε♠  u suck loser. go kill urself. lol.  u bloody cow with retards as friends. ur inbred. dont ever tell *the mooose* wat not to do. loser loser. go back to china. loser.

♠ΜōōŠε♠ """,0,0,0,1,0,0
157,"YOU FAT SLIMY PIECE OF SHIT 

I HOPE YOU FALL THROUGH THE TOILET YA JOBIE. YOU ARE ONE OF THE MPST UNEDUCATED DICKS I HAVE EVER HEARD OF, BURN IN HELL YOU BUGGER, BURN IN HELL! PS. YOU ARE A SHIT.",1,0,0,0,0,0
1101,i see my mother naked when she was taking bath in bathroom. i was inspired when one day i entered into my room she was changing her dress hse was in ba it was over loded i was stunned it was amaizing and at the very same night i fucked her witout any condom,0,1,0,0,0,0
2501,"== KILL ALL NGIGERS  == 

 PROPOSAL KILL ALL NIGGERS",0,0,0,1,0,0
3085,""" 
 ::::OK, fuck civility. You're clearly an idiot if you nobody else can """"analyze"""" (count) and get the same numbers I did. Your table is also flat-out retarded. I've had enough of dealing with you.   09:33, September 10, 2014 (UTC)  

 """,0,0,0,0,1,0
2647,I will be in contact with IRS and fUCK WIKI over ... FUCK YOU,0,0,0,0,1,0
217,you bunch of asshats pushing your agenda instead of being neutrel.,1,0,0,0,0,0
2344,SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL!SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC FooL! SuPeRTR0LL WiLL LiVe FoReVeR! iF You DoN'T ReSPeCT THe SuPeRTR0LL You WiLL Die You PaTHeTiC Foo,0,0,0,1,0,0
2533,"Lil Faggit  

You are a little bitch. I fuckin spent 6 hours on big sam (rapper) an you call it fuckin vandolism, hard ass aint you, fuck you i'm makin a true ass page an you wack off an delete my page. What the fuck is up, your like a snitch but to yourself. I'll fuckin edit your bitch ass page an delete that shit. I'll fuck up every single thing on your gay ass website if you keep deletin my ass. Wanna talk to me, IM me at GuttyBoy3D or email me at GuttyBoy3D@aol.com",0,0,0,1,0,0
2295,"I AM GONNA CUT OFF ZHANZHAO'S FUCKING INDIAN-CHINESE BASTARD BALLS (CHECK OUT THE CONTENTS FOR PERSONAL INFORMATION RELEASED!) 

Zhanzhao is GAY!!! WAHAHAH",0,0,0,1,0,0
404,"douch bag 

Thats you.",1,0,0,0,0,0
2721,"Say what? 

Bitch, are you for real?  Motherfucker comes up and removes my motherfucking comments?  Son of a bitch son, that's not right at all.  Fuck, that's not even right in Cuba.  Someone needs to learn their ass some motherfucking restraint and common sense.  Bitchass niggas can't be coming around removing people's opinions and shit, that's the motherfucking gestapo's job.  If motherfuckers think this the way to do things right, than you motherfuckers need to step off and learn some shit, cause the way the to do shit right, ain't erasing the fucking words.",0,0,0,0,1,0
3349,"""

 How does it feel 

To be a negress? Do you find it hard on yourself because your race genetically has average 85 IQ?  — Preceding unsigned comment added by 174.95.168.226   """,0,0,0,0,0,1
836,"== YO BITCHEZ == 

 IM 4 BLACK POWER FOOLZ U WITE HONKY BITCHES DIS IS OUR HOOD BITCHES OUR HOOD SO FUCK OFF WHITEY OR ELSE IMMA GIVE IT 2 UR DAUHGTER ;) AND SHE LIKE MY HUGE BIG FAT BLACK DICK TOO ;)",0,1,0,0,0,0
2639,"Yes its all a group of F.U.B.A.R American Christian administrators.
I wonder why there are no admins from other countries - there is no rhetoric - its a fact .Bloody circumcised assholes.",0,0,0,0,1,0
1406,"Lets not edit user pages and look like a fucking moron, ok? Ok. Go home, little girl.",0,0,1,0,0,0
2157,"I am coming to get you 

i know where you live and im going to come and rape you",0,0,0,1,0,0
666,"yo 

dear sir james paul

you a fruity ass nigga
get a LIFE man, unless your happy with editing wikipedia as your profession
feel bad for you, its probably hard livin' life without any friends",1,0,0,0,0,0
1928,"""
Truth is not always polite. Malleus does act like a dick, and I'm not going to mince words. Nor am I going to pretend it's okay to sit idly by when I'm being attacked out of nowhere. Christ, what the hell is wrong with you people? Perfectly okay for Malleus to randomly show up and start attacking me, not okay for me to be pissed off about it. Gah. →  ₪ """,0,0,1,0,0,0
2,You have no idea what women think you dumb ape.,1,0,0,0,0,0
568,Piss off and get a life. I write whatever I want to write.,1,0,0,0,0,0
2216,killing jews is cool,0,0,0,1,0,1
1574,""".

You cunt

""""Raul654 - Remove misplaced RfC request. If you want to file an RfC, do it in the same way as everyone else""""

I don't have the time to file one, you stupid prick""",0,0,1,0,0,0
2014,"FUCK U CAMEROON

PROTECING ILLEGAL EDITS BY MOHAMAD AYOOB

U WILL BE HUNTED NOW",0,0,0,1,1,0
1845,"Cock? 
Is it true you have a giant cock for a face, Coelacan?",0,0,1,0,0,0
3578,How dare you say I vandalize! >=( you will PAY! $W%$##! #$%^&!! #^&*(!! $%!@@#@@#! You !@##@@ homosexual gay fag homo gay homo,0,0,0,0,0,1
2722,"Editing Wikipedia 

Fuck You, you anal rapist",0,0,0,0,1,0
2579,I wish you had died in that earthquake.,0,0,0,1,0,0
550,"""

Personal attacks?

Regarding your last post to me, practice what you preach. How is it OK for you to tell everyone I'm """"ranting"""", and have """"groupies""""?

STOP HARRASSING ME.

LEAVE ME ALONE!! """,1,0,0,0,0,0
241,"I am the gayest person on Earth, from Boing! said Zebedee",1,0,0,0,0,0
2377,:You know what I'd like to award you? A punch to the jaw!,0,0,0,1,0,0
2403,"I HATE YOU 

LISTEN YOU MOTHERFUCKER, STAY OUT OF MY WAY, DONT TELL ME IM VANDALISING STUFF OR ILL COME AND VANDALISE YOU UGLY FACE. ILL COME FIND YOU AND MUSHHHHHHHHH YOU FAT ASS UP!!!!! and thanks for showing me the sandbox.
                                          MUGAMBO",0,0,0,1,0,0
